date,title,description,location,url,long_description,standort,branchen,mitarbeiter,jahresumsatz,preisvorstellung,international
30.09.2024,Erfahrener Kfz-Meister sucht Kfz-Werkstatt zur Übernahme,Erfahrener Kfz-Meister sucht Kfz-Werkstatt zur Übernahme im Rems-Murr-Kreis,Baden-Württemberg / Stuttgart / Rems-Murr-Kreis,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211483,"
Nach meiner Ausbildung in einer freien Kfz-Werkstatt im Rems-Murr-Kreis habe ich 4 Jahre in der Mercedes-Benz Niederlassung als Monteur gearbeitet. Berufsbegleitend habe ich die Meisterschule zum Kfz-Meister im Februar 2023 erfolgreich absolviert. Mittlerweile bin ich im Bereich der Serviceberatung tätig. Darüber hinaus verfüge ich über aktuelle AU und Klima-Lehrgänge.
Mein Ziel ist es nun, eine gut eingeführte Kfz-Werkstatt im Rems-Murr-Kreis zu übernehmen.",Baden-Württemberg > Stuttgart > Rems-Murr-Kreis,,Keine Angaben,Keine Angaben,Keine Angaben,
30.09.2024,"Projektleiter sucht KMU im Premium-Segment (20+ MA, Stuttgart-Ulm-Augsburg)","Suche etabliertes KMU im Premium-Segment mit stabilen Strukturen und 20+ MA im Raum Stuttgart-Ulm-Augsburg. Langjährige Erfahrung als Projektleiter, ideal für Unternehmensnachfolge.",Baden-Württemberg / Tübingen / Alb-Donau-Kreis Baden-Württemberg / Stuttgart / Göppingen Baden-Württemberg / Tübingen / Ulm Baden-Württemberg / Stuttgart / Esslingen Bayern / Oberbayern Baden-Württemberg / Stuttgart / Stuttgart Bayern / Schwaben Baden-Württemberg / Stuttgart / Böblingen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211409,"
Ich suche ein mittelständisches Unternehmen (KMU) mit einer etablierten Marktposition im Premium-Segment. Der Fokus liegt auf Unternehmen, die hochwertige, exklusive oder komplexe Produkte herstellen. Besonders interessant sind Betriebe, die wenig konjunkturabhängig sind und Produkte mit hoher Wertschätzung anbieten, wie z.B. Premium-Möbel, Medizintechnik oder langlebige Konsumgüter.

Was suche ich?

Unternehmensgröße: 20+ Mitarbeiter

Umsatz: Ab ca. 5 Million Euro, mit Wachstumspotenzial

Standort: Bevorzugt im südlichen Speckgürtel Stuttgarts, alternativ im Raum Ulm, dem Illertal, im Allgäu oder entlang der Magistrale Stuttgart-Ulm-Augsburg

Branche: Offen für verschiedene Branchen, solange es sich um Premiumprodukte handelt (z.B. hochwertige Möbel, Medizintechnik, Präzisionsmechanik, Luxusgüter, langlebige Konsumgüter, Nahrungsmittelproduktion).

Stabilität: Das Unternehmen sollte seit mindestens 10 Jahren bestehen und eine gefestigte Marktstellung haben.

Strukturen: Vorhandene Strukturen und Prozesse sind wichtig für eine reibungslose Übergabe.


Wer bin ich?

Ich bin erfahrener Projektleiter mit langjähriger Berufserfahrung in der IT eines führenden Automobilherstellers und habe zusätzlich Expertise im Einzelhandel, Banken- und Versicherungswesen sowie Maschinenbau. Als studierter Wirtschaftsinformatiker (M.Sc.) und ausgebildeter Finanzassistent verstehe ich sowohl operative als auch strategische Unternehmensherausforderungen.

Mit über 14 Jahren Erfahrung in der IT und mehr als 12 Jahren im Projekt- und Prozessmanagement bringe ich das nötige Know-how mit, um ein Unternehmen für die Zukunft zu optimieren.

Warum suche ich ein Unternehmen?

Nach vielen Jahren im Angestelltenverhältnis möchte ich mehr Verantwortung übernehmen und meine Fähigkeiten als Unternehmer einsetzen. Mein Ziel ist es, ein Unternehmen zu führen und weiterzuentwickeln, das in seinem Marktsegment langfristig erfolgreich bleibt, mit einem starken Fokus auf Qualität, Wachstum und Innovation.

Was biete ich?

Fachkompetenz: Tiefes Verständnis für Prozesse und Strukturen, insbesondere in IT, Projektmanagement und Organisation.

Management-Erfahrung: Langjährige Erfahrung in der Leitung von Projekten, Prozessen und Teams.

Strategisches Denken: Fähigkeit, Unternehmen langfristig erfolgreich auszurichten, innovative Lösungen zu implementieren und stabile Wachstumsstrategien zu entwickeln.

Finanzierungsmöglichkeiten: Strebe externe Finanzierung oder Management-Buy-In (MBI) an, um den Kauf zu realisieren.


Zukunftspläne für das Unternehmen

Ich plane nicht nur die Übernahme, sondern möchte das Unternehmen durch Digitalisierung, Internationalisierung und innovative Produktentwicklungen weiterentwickeln. Mit meiner langjährigen Erfahrung werde ich das Unternehmen langfristig stabilisieren und für künftige Herausforderungen rüsten.

Werte und Unternehmenskultur

Eine werteorientierte Führung ist mir wichtig. Ich lege großen Wert auf Nachhaltigkeit, soziale Verantwortung und eine partnerschaftliche Zusammenarbeit mit Mitarbeitern und Kunden. Diese Werte sollen auch nach der Übernahme erhalten und ausgebaut werden.

Meine Erwartungen an die Nachfolge

Ich strebe eine reibungslose Übergabe an und arbeite gerne eng mit dem bisherigen Inhaber zusammen, um eine nachhaltige Fortführung zu gewährleisten. Eine Übergangsphase, in der der Inhaber beratend tätig ist, wäre wünschenswert, um die Kontinuität sicherzustellen.

Kontakt

Falls Sie ein Unternehmen besitzen, das zu den genannten Kriterien passt und eine Nachfolge suchen, freue ich mich auf Ihre Kontaktaufnahme, um die bestmögliche Übergabe zu gestalten.",,"Dienstleistung; Land- und Forstwirtschaft, Fischerei; Information und Kommunikation; Handwerk; Verarbeitendes Gewerbe",21 - 50 Beschäftigte,"über 2,5 Mio. Euro",Keine Angaben,
30.09.2024,"Leidenschaft für Menschen, Produktion und Technik","Kopf, Herz und Hand. Produzierendes Unternehmen zur Übernahme gesucht. Maschinenbauing. mit Zusatzq. in Wirtschaftsrecht. Erfahrung im technischen Projektmanagement und als Führungskraft.",Bayern / Schwaben Baden-Württemberg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211448,"
Kopf, Herz und Hand. Leidenschaft für Menschen, Produktion und Technik treibt mich an.

Wir leben in einer Zeit in der viel über Werte und Innovation geredet wird. In meiner bisherigen beruflichen Laufbahn habe ich vielfach erlebt, dass sich beides in der Regel nicht im Reden, sondern im Handeln zeigt (Hic Rhodus, hic salta).

Ich möchte Prozesse und Produkte verbessern und weiter denken. Dies tue ich in der Welt technischer Infrastruktur und Produkte. Hier werden Werte geschaffen. Die Gestaltung und Weiterentwicklung dieser technischen Welt und ihrer Abläufe ist eine wichtige Aufgabe. Hierfür setze ich meine Stärken ein. Vorstellungskraft, Verantwortungsgefühl und Zukunftsorientierung sind die Basis. Mit meiner leistungsorientierten Ausprägung, einer fokussierten Arbeitsweise, der Fähigkeit strategisch zu denken und dem Willen stets Neues zu lernen, entwickle ich Konzepte und Strukturen und bringe diese „ins Leben“. Mit meinen Stärken unterstütze ich andere Menschen bei der Definition von Zielen und führe Menschen in Veränderungsprozessen.

Gelernt habe ich Maschinenbau (Dipl.-Ing (BA)) in der Fachrichtung Produktion & Management. Später absolvierte ich nebenberuflich einen Master (LLM) in Wirtschaftsrecht. Nach meinem praktischen Studium arbeitete ich als System Engineer im Großanlagenbau. Danach als System Engineer / Projektmanager bei einem
mittelständischen spezialisierten Gießereiunternehmen und Automobilzulieferer. Im selben Unternehmen durfte ich die Verantwortung für die Technischen Dienste (Betriebsmittelplanung und Instandhaltung) übernehmen. Später wurde dieser Verantwortungsbereich um verfahrenstechnische Aufgaben erweitert und zu einer Bereichsleiterstelle (Technologie & Infrastruktur) erweitert. Nach der Arbeit an eigenen unternehmerischen Initiativen arbeite ich seit 2021 als Führungskraft in der Instandhaltung eines großen Produktionswerkes mit hoher Wertschöpfungstiefe.

Wichtig ist mir eine strukturierte und gut geplante Übergabe und Übergangszeit. Basis für eine erfolgreiche Übernahme und erfolgreiche Fortführung ist aus meiner Sicht ein fundiertes Verständnis von Kunden, Kundenstruktur, Geschäftsmodell sowie Unternehmensprozessen und verfügbaren Kompetenzen. In dieser Zeit muss auch das Vertrauen zwischen mir und der bestehenden Mannschaft entstehen und wachsen. Je nach Firma und Kontext möchte ich gerne mindestens zwei Jahre parallel mit dem bestehenden Inhaber arbeiten und in dieser Zeit sowohl in der Produktion, als auch eine relevante Zeit im Vertrieb mitarbeiten.",,,Keine Angaben,Keine Angaben,Keine Angaben,
30.09.2024,Suche Unternehmen als Nachfolge oder Übernahme,"Gesucht wird ein Unternehmen als Nachfolgeregelung oder Übernahme, Junger Unternehmertyp mit Erfahrung im Dienstleistungsbereich sucht KMU als Start in die Selbständigkeit. Gerne im B2B, B2C Bereich.",Niedersachsen / Weser-Ems Bremen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211459,"
Suche als Start in die Selbständigkeit ein KMU zur Übernahme oder auch gerne in Altersnachfolge. Gerne ein Unternehmen das viel Potenzial hat zu wachsen und das sich breiter aufstellen kann als es momentan der Fall ist.

Gerne im Bereich Dienstleistung. Eine spezielle Branche ist nicht im visier.
Kaufmännische Erfahrung ist vorhanden, sowie Erfahrung mit dem Umgang von Kunden.",,,Keine Angaben,Keine Angaben,über 250 - 500 Tsd. Euro,
30.09.2024,Erfahrenes Unternehmerduo sucht etablierte Firma mit Zukunft im Großraum Berlin,"Sie haben Produkte, die begeistern durch ihre Qualität und Einzigartigkeit? Ihr Unternehmen ist etabliert und hat eine gute EBITDA-Marge? Wir übernehmen es von Ihnen und machen es fit für die Zukunft.",Brandenburg Berlin,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=205037,"
Was wir suchen:

- Ein etabliertes Unternehmen aus dem Raum Berlin/Brandenburg (älter als 5 Jahre)
Wir haben bereits Erfahrung in diesen Branchen:
1) Produzierendes Gewerbe
2) Immobilien-nahe Dienstleistungen
3) IT Systemhäuser
Dennoch ist für uns die Branche sekundär, wichtig ist, dass Ihre Produkte so toll sind, dass wir Feuer und Flamme werden dafür.

- Umsatz zwischen 1 und 5 Millionen Euro

- Durchschnittlicher EBITDA der letzten fünf Jahre > 15%


Was wir vorhaben:
- Wir übernehmen ihr Unternehmen und machen es fit für die Zukunft, mit Digitalisierung und nachhaltigem Wachstum (so wachsen, dass Mitarbeiter, Kunden, Qualität davon profitieren)

- Wir möchten die Übergabe behutsam gestalten, um die Mitarbeiter mitzunehmen anstatt sie zu überrumpeln und um alles Gute zu bewahren

- Gleichzeitig werden wir etwaige Schwachstellen nacheinander unter Einbindung des Teams angehen

- Wir werden noch vor unserem Einstieg im Unternehmen eine sorgfältige Due Diligence Prüfung durchführen und streben im Idealfall an, den bisherigen Eigentümer über mehrere Monate zu begleiten, bevor die Übergabe stattfindet. Das finden wir wichtig für die gegenseitige Vertrauensbildung - für die Mitarbeiter, für den Verkäufer und für uns, die Käufer.


Wenn Sie darüber nachdenken, Ihr Unternehmen zu verkaufen oder jemanden kennen, der das vorhat, dann schreiben Sie uns am besten gleich eine kurze Nachricht.
Wir freuen uns auf Sie!

Michael & Moritz",,"Dienstleistung; Kunst, Unterhaltung und Erholung; Handel; Verarbeitendes Gewerbe",Keine Angaben,Keine Angaben,Keine Angaben,
27.09.2024,Hausverwaltung Ostalbkreis gesucht,Wir sind auf der Suche nach Hausverwaltung jeglicher Größe (im Ostalbkreis),Baden-Württemberg / Stuttgart,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211386,"
Wir suchen für eine kapitalstarke Immobiliengruppe Hausverwaltungen jeglicher Größenordnung. Die Unternehmensgruppe hat mehrere Jahrzehnte Erfahrung in der Verwaltung und möchte Unternehmensinhaber:innen die Möglichkeit geben Ihr Lebenswerk zu sichern und die Mitarbeiter weiterhin beschäftigen.",Baden-Württemberg > Stuttgart,,bis 5 Beschäftigte,über 50 - 250 Tsd. Euro,über 50 - 250 Tsd. Euro,Nein
27.09.2024,57 Jahre erfahrender GF sucht Unternehmen zur Fortführung und Ausbau,"Generalist mit kaufm. Expertise, Business Development, Vertrieb- Dienstleistungs- und Software Erfahrung erfahrende Führungskraft 220 Mitarbeiter, Umsatzverantwortung bis zu 100 Mio. Euro",Hamburg / Hamburg / Hamburg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211426,"
Ich suche eine neue unternehmerische Herausforderung und kann mich mit 200 EK + Fremdfinanzierung über PE einkaufen, oder über andere Gestaltungsmöglichkeiten.
Unternehmen sollte Gewinn schreiben und Wachstumsmöglichkeiten aufzeigen.
Region Hamburg + 150 km.",Hamburg > Hamburg > Hamburg,,21 - 50 Beschäftigte,"über 2,5 Mio. Euro",Keine Angaben,
27.09.2024,"IT-Experte sucht IT-Firma zur Übernahme: Virtualisierung, Storage, Datacenter","Junger IT-Experte mit tiefgreifender Erfahrung in Virtualisierung, Storage-Systemen und Datacenter-Infrastruktur sucht etablierte IT-Firma zur Übernahme.",Rheinland-Pfalz / Rheinhessen-Pfalz / Landau in der Pfalz Baden-Württemberg / Karlsruhe,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=209123,"
Ich bin ein 19-jähriger IT-Spezialist mit umfassendem Know-how im Bereich der Virtualisierung, Storage-Systeme, Cluster, Hochverfügbarkeit (HA) und Datacenter-Infrastruktur. Zudem habe ich Erfahrung in der Programmierung und betreibe ein Kleingewerbe seit 2022 im Bereich IT-Dienstleistungen, das sich auf Softwareentwicklung und die Ausstattung von Datacentern und Büros spezialisiert hat. Mit meinem umfassenden Wissen und meiner Leidenschaft für IT suche ich eine etablierte IT-Firma zur Übernahme, die meine Expertise ergänzt und mir die Möglichkeit bietet, weiter zu wachsen und innovative Lösungen zu entwickeln.

Ich suche eine IT-Firma, die sich auf Dienstleistungen und Produkte in den Bereichen Virtualisierung, Storage-Systeme, Datacenter-Infrastruktur, Softwareentwicklung oder ähnliche Gebiete spezialisiert hat. Idealerweise bietet die Firma auch Lösungen im Bereich High Performance Computing (HPC) oder GPU-Cluster-Nodes für KI an oder ist bereit, in diesem Bereich zu expandieren.

Besonders interessant sind für mich Firmen, die in den Bereichen Datacenter-Management, IT-Beratung, Netzwerklösungen und Cloud-Services tätig sind. Ein bestehendes Portfolio von Projekten und Kunden in diesen Bereichen wäre von großem Vorteil.

Ich bringe nicht nur technisches Fachwissen, sondern auch unternehmerische Fähigkeiten mit. Mein Kleingewerbe im Bereich IT-Dienstleistungen hat mir wertvolle Einblicke in die Bedürfnisse von Kunden und die Dynamiken des Marktes gegeben. Zudem habe ich praktische Erfahrung in der Implementierung und Optimierung von IT-Lösungen, was mir einen innovativen Ansatz bei der Weiterentwicklung der Firma ermöglicht.

Ich stelle mir eine gut strukturierte Übergabe vor, bei der ich eng mit dem bisherigen Eigentümer zusammenarbeite, um einen reibungslosen Übergang zu gewährleisten. Dies könnte eine schrittweise Übernahme über einen definierten Zeitraum beinhalten, um sicherzustellen, dass alle Kundenbeziehungen und Projekte nahtlos weitergeführt werden.

Ende Januar 2025 werde ich meine Ausbildung zum Fachinformatiker Systemintegration abschließen und bin ab dann vollzeit verfügbar. Davor könnte ich im Rahmen einer nebenberuflichen Tätigkeit tätig werden. Ich suche eine Firma in der Region Landau (50 km Umkreis) und Karlsruhe (50 km Umkreis).",,,Keine Angaben,Keine Angaben,Keine Angaben,
27.09.2024,Raum Dülmen/Nottuln: Kfz-Betrieb gesucht,Anz.-Nr. MSN2854: Angehender Kfz-Meister sucht im Raum Dülmen/Nottuln und Umgebung bis 40 km einen Kfz-Betrieb zur Übernahme.,Nordrhein-Westfalen / Münster / Coesfeld,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211423,"
Anz.-Nr. MSN2854: Angehender Kfz-Meister sucht im Raum Dülmen/Nottuln und Umgebung bis 40 km einen Kfz-Betrieb zur Übernahme.",Nordrhein-Westfalen > Münster > Coesfeld,Verarbeitendes Gewerbe > Reparatur und Installation > Kraftfahrzeugtechniker; Handwerk > Kraftfahrzeuggewerbe > Kraftfahrzeugtechniker,Keine Angaben,Keine Angaben,Keine Angaben,
26.09.2024,Bäckerei gesucht,"Ich suche Kauf oder Teilhabe an einer Bäckerei. Standort in einer größeren Stadt - vorzugsweise Potsdam/ Berlin, Leipzig oder Hannover/ Braunschweig.",Berlin / Berlin,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=210050,"
Ich verfüge über die notwendige fachliche und kaufmännische Qualifikation. Die räumliche Flexibilität ist gegeben. Bio-Zertifizierung kann aber muss nicht sein.",Berlin > Berlin,,Keine Angaben,Keine Angaben,Keine Angaben,
26.09.2024,SUCHE Produktions-oder Handels-Unternehmen im Harz,"Erfahrener Geschäftsführer, Werks- und Betriebsleiter sucht ein stabil laufendes Produktions-oder Handels-Unternehmen im Raum Wernigerode (+30km) gern im Rahmen einer Unternehmensnachfolge.",Sachsen-Anhalt / Sachsen-Anhalt / Harz,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=210382,"
DEM UNTERNEHMER EIN DENKMAL SETZEN

Ein 50-jähriger Wernigeröder, mit diesen key facs:
- 4 Jahre Betriebsleitung für mehrere Industrie-Betriebe parallel
- 4 Jahre GF einer Autohauskette (4 Filialen) mit Verkauf, Werkstätten und Ersatzteilhandel
- 10 Jahre Entwicklungs-Projektleiter für Mercedes-Benz und Mercedes AMG
- 10 Jahre Militär
- sehr erfahren im Umgang mit internationalen Kunden und Lieferanten
- Zahlenmensch
- technisch und handwerklich sehr versiert
- Dipl. Wirtschafts-Ingenieur mit Abschlussnote ""sehr gut""

Sucht ein Unternehmen im Raum Wernigerode zu Übernahme im Rahmen einer Nachfolgeregelung:
- Produktion – Handel – Service
- Wernigerode (+30km)
- 11–50 Mitarbeitende
- Umsatz 500.000+
- solide Finanzkennzahlen (EK-Quote, U-Rendite)
- zukunftsfähiges Geschäftsmodell

Ich bin kein Investor, der kauft und verkauft! Ich suche meine neue, letzte Lebensaufgabe!
Ich bin daran interessiert das Lebenswerk der Gründer erfolgreich fortzuführen, den oft langjährigen Mitarbeitenden und Partnern eine Perspektive für das ""danach"" zu bieten, und den ehemaligen Gesellschaftern/Eigentümern einen hochverdienten und finanziell sorgenfreien Lebensabend zu bescheren.",Sachsen-Anhalt > Sachsen-Anhalt > Harz,,21 - 50 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Keine Angaben,
